source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Balcony,F_Internet,F_Security,F_Elevator,F_Air Conditioner,F_Heating System,F_Furniture,latitude,longitude,SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_parking,L_clinic,L_place_of_worship,L_university,L_kindergarten,L_hospital,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other
myrealty,136496,207000.0,110.0,3.0,10.0,18.0,2.0,1,0,1,1,1,0,1,1,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bars,1-3-2086,390000.0,113.0,4.0,2.0,5.0,2.0,0,1,0,0,0,1,1,1,44.519048808509375,40.177015330930764,1054,10441,3367,3108,4549,7,10,10,1,0,0,0,0,0,1,0,0,0,0,0,1
myrealty,130736,405000.0,60.0,2.0,4.0,17.0,1.0,1,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684,1864,11551,5968,2266,7006,4,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0
bnakaran,d117064,178500.0,105.0,3.0,4.0,5.0,1.0,1,0,0,1,0,0,0,0,44.514613,40.182121,433,10247,4048,2440,4805,6,25,9,3,0,1,2,2,1,0,0,0,1,0,0,0
bars,1-2-971,265000.0,56.0,2.0,4.0,5.0,1.0,0,0,0,0,0,0,1,0,44.51863665459219,40.17606564344017,1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0,0,1,0,0,1,0,0,0
bnakaran,d116803,358000.0,97.0,4.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.515800476074,40.189498901367,393,10634,4729,2058,5572,5,14,1,1,0,2,3,0,0,0,0,1,1,0,0,0
myrealty,140371,287000.0,130.0,4.0,13.0,14.0,2.0,1,0,0,1,1,0,0,0,44.50777117033231,40.21015348895229,2756,11154,7109,1863,7489,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0
myrealty,130234,210000.0,95.0,3.0,12.0,15.0,2.0,1,0,1,0,1,1,1,1,44.53250355,40.141435900000005,5171,11284,1174,7023,3984,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bars,4-3-1423,410000.0,165.0,5.0,8.0,8.0,4.0,1,1,0,0,1,0,0,0,44.52141545745753,40.160291821818525,2908,10314,1822,4731,3472,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
bars,2-1-48,145000.0,37.0,1.0,4.0,4.0,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,1039,9975,3605,2826,4245,3,19,13,0,0,1,0,0,0,0,0,1,1,0,0,0
myrealty,141777,119000.0,71.0,3.0,5.0,14.0,1.0,0,0,1,0,0,0,1,0,44.499155086504345,40.19562050194883,1725,9667,6020,490,5750,7,3,1,2,0,0,2,0,0,0,1,0,1,0,0,0
myrealty,123196,180000.0,80.0,3.0,9.0,14.0,1.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,4221,7485,7913,2257,5923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
myrealty,139275,137000.0,62.0,2.0,9.0,14.0,1.0,1,0,0,1,1,0,1,0,44.50777117033231,40.21015348895229,2756,11154,7109,1863,7489,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0
bnakaran,d112496,134000.0,41.0,2.0,6.0,9.0,1.0,0,0,0,0,0,0,0,0,44.508555822723,40.185823384886,555,9909,4670,1785,4940,6,8,6,5,2,1,2,3,0,0,1,0,1,0,0,0
bnakaran,d117915,297000.0,122.0,3.0,8.0,15.0,2.0,1,0,0,1,0,1,0,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,1,0,0,0,0,0,1,0
myrealty,142627,162000.0,65.0,2.0,12.0,14.0,1.0,1,0,0,0,1,1,1,1,44.50409202665325,40.17429211194108,1602,9136,3946,2697,3615,4,6,3,0,0,0,1,0,1,0,0,0,0,0,1,0
myrealty,131303,200000.0,85.0,3.0,6.0,12.0,1.0,1,0,0,0,0,0,0,0,44.497928566324596,40.203858779099114,2463,10068,6850,815,6633,10,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0
bnakaran,d114651,178750.0,130.0,3.0,9.0,10.0,2.0,1,0,0,0,0,1,0,0,44.54137556079,40.192869715353,2359,12791,4682,4071,7119,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
myrealty,142718,128000.0,74.0,3.0,5.0,5.0,1.0,1,1,1,1,0,1,1,1,44.56366460693168,40.209309405208124,4872,15242,6837,6084,9745,1,2,2,0,0,0,2,0,1,0,0,0,0,0,1,0
bars,1-3-2036,290000.0,140.0,4.0,3.0,8.0,2.0,0,1,0,0,1,1,1,0,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,1,0,0,0,1,0,0
bars,1-3-1988,108000.0,88.0,3.0,6.0,16.0,1.0,0,0,0,0,0,0,0,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,0,1,0,0,1,0,0
bnakaran,d117682,130000.0,40.0,2.0,2.0,5.0,1.0,1,0,0,0,0,0,0,0,44.515102096538,40.169279922988,1859,9920,2883,3598,3676,6,18,10,0,1,0,1,0,1,0,0,0,1,0,0,0
bnakaran,d44376,320000.0,80.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.510898590088,40.184200286865,408,10028,4410,2053,4859,10,17,8,6,2,1,4,5,0,0,0,1,0,0,1,0
bars,1-3-2097,270000.0,92.0,3.0,6.0,8.0,2.0,0,1,0,0,1,1,1,0,44.505052000470215,40.183781674798254,887,9548,4660,1776,4619,3,6,6,2,1,1,2,0,0,1,0,0,1,0,0,0
myrealty,125566,459000.0,102.0,3.0,11.0,17.0,1.0,1,0,0,0,1,1,1,0,44.51863665459219,40.17606564344017,1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0,1,0,0,0,0,0,1,0
bnakaran,d117787,205000.0,98.0,3.0,4.0,7.0,3.0,1,0,0,0,0,1,0,0,44.499485,40.201555,2179,10035,6562,681,6403,15,9,0,1,0,0,1,1,1,0,0,0,0,1,0,0
myrealty,126583,160000.0,78.0,3.0,8.0,14.0,1.0,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123,1509,10414,2939,3501,4261,5,10,7,0,1,2,0,0,0,0,1,0,1,0,0,0
myrealty,124279,340000.0,73.0,3.0,4.0,12.0,1.0,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017,1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0,1,0,0,0,0,0,1,0
myrealty,142533,339000.0,100.0,3.0,2.0,6.0,2.0,0,0,1,0,0,1,1,1,44.517821617617976,40.177431841441944,980,10353,3460,3003,4522,9,12,8,1,0,0,1,0,0,0,0,1,0,0,1,0
bars,1-B-96,280000.0,73.0,3.0,3.0,10.0,2.0,0,1,0,0,1,0,1,0,44.51863665459219,40.17606564344017,1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0,0,1,0,0,1,0,0,0
bars,6-NM3-6,400000.0,100.0,3.0,1.0,5.0,2.0,1,1,0,0,1,0,0,0,44.47934247499251,40.150660083827475,4966,6703,5061,5322,844,7,6,1,1,0,0,3,0,0,1,0,0,0,1,0,0
myrealty,142637,65000.0,48.0,1.0,13.0,14.0,1.0,0,1,0,0,1,0,0,0,44.56943866977043,40.22014872768015,5976,16213,8135,6911,10972,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
myrealty,129950,165000.0,70.0,2.0,12.0,14.0,1.0,1,0,0,0,1,0,0,0,44.50777117033231,40.21015348895229,2756,11154,7109,1863,7489,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0
myrealty,140267,135000.0,83.0,3.0,6.0,10.0,1.0,0,0,0,0,0,0,0,0,44.48028805,40.20511795,3640,8968,7827,1442,6710,6,5,1,0,0,0,1,3,0,0,1,0,1,0,0,0
myrealty,141648,390000.0,112.0,3.0,2.0,6.0,2.0,1,0,1,0,1,1,1,1,44.51046206679187,40.1942701013597,1000,10443,5403,1454,5872,0,3,5,0,0,1,0,0,1,0,0,0,0,0,1,0
myrealty,142716,153000.0,79.0,3.0,3.0,5.0,1.0,0,0,1,0,0,1,1,0,44.50264037003831,40.20040397660547,1919,10193,6317,830,6332,8,7,2,1,0,0,0,1,0,0,0,1,0,0,1,0
myrealty,124832,160000.0,74.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.509269992836,40.20967865714541,2678,11229,7014,1908,7471,2,1,2,1,0,1,1,1,0,0,0,1,0,0,1,0
bars,1-3-2101,270000.0,90.0,3.0,4.0,11.0,1.0,0,1,0,0,1,1,1,0,44.51166722152143,40.182206184659805,512,10014,4189,2259,4691,10,17,5,4,0,1,5,4,0,0,1,0,0,0,0,1
bars,1-3-985,270000.0,120.0,4.0,5.0,5.0,1.0,0,1,0,0,0,0,0,0,44.5180200101794,40.18203709652422,506,10519,3900,2664,4950,10,31,13,0,2,0,1,1,0,0,0,1,0,1,0,0
bnakaran,d117536,395000.0,113.0,3.0,4.0,13.0,2.0,1,0,0,0,0,0,0,0,44.513194017197,40.185145430804,187,10248,4399,2127,5040,10,20,7,2,1,1,2,4,1,0,0,0,1,0,0,0
myrealty,139076,98000.0,47.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,1,0,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,0,0,1,0
myrealty,127247,175000.0,96.0,3.0,1.0,12.0,1.0,0,0,0,0,0,0,0,0,44.50759201950419,40.19012669592037,785,10024,5118,1414,5355,3,8,1,0,0,2,0,1,0,0,1,0,1,0,0,0
myrealty,122515,135000.0,34.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,904,11312,4614,2653,6023,2,8,5,0,0,18,1,5,0,0,0,1,0,0,1,0
bnakaran,d117913,130000.0,85.0,3.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,44.482444305557,40.152102284194,4679,6964,4800,5110,849,20,12,4,1,0,0,0,0,0,0,0,1,1,0,0,0
myrealty,142690,180000.0,110.0,3.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
bnakaran,d91485,400000.0,76.0,2.0,10.0,16.0,2.0,1,0,0,0,0,1,0,0,44.507512531854,40.18454625801,663,9774,4603,1831,4775,6,8,9,5,2,2,2,4,1,0,0,0,1,0,0,0
bnakaran,d103247,340000.0,150.0,4.0,3.0,18.0,2.0,1,0,0,1,0,1,0,0,44.516460324081,40.203668475571,1968,11387,6180,2054,7031,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0
bnakaran,d117194,135000.0,82.0,4.0,1.0,10.0,1.0,0,0,0,0,0,1,0,0,44.519598,40.16649869,2202,10243,2395,4061,3739,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0
myrealty,140275,125000.0,75.0,2.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52311939810804,40.18877081913275,748,11180,4429,2664,5814,7,20,6,1,0,16,1,2,0,0,0,1,1,0,0,0
bnakaran,d117371,120000.0,94.0,4.0,6.0,9.0,2.0,0,0,0,0,0,1,0,0,44.538526804258,40.206065416625,2990,13162,6145,3924,8140,5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
myrealty,142077,210000.0,89.0,3.0,11.0,16.0,2.0,1,0,0,0,1,0,0,1,44.4790618,40.2134186,4319,9525,8621,2190,7638,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
bnakaran,d117909,150000.0,74.0,3.0,2.0,9.0,1.0,0,0,0,0,0,1,0,0,44.494899749756,40.192501068115,1861,9182,5956,535,5346,2,2,3,1,0,0,0,2,0,0,1,0,1,0,0,0
bars,3-3-2091,410000.0,124.0,4.0,3.0,6.0,2.0,0,0,0,0,0,0,1,1,44.51166722152143,40.182206184659805,512,10014,4189,2259,4691,10,17,5,4,0,1,5,4,0,1,0,0,1,0,0,0
bnakaran,d114717,410000.0,138.0,4.0,3.0,5.0,3.0,1,0,0,0,0,1,0,0,44.507615,40.196458,1324,10340,5730,1178,6022,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0
bars,1-A-98,430000.0,105.0,4.0,2.0,6.0,1.0,0,1,0,0,1,1,1,1,44.50523170804844,40.19493042144863,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0
myrealty,142624,132000.0,84.0,1.0,11.0,11.0,1.0,0,1,0,0,1,0,0,0,44.520265311668524,40.1995721688172,1571,11452,5649,2264,6744,3,4,8,0,0,0,3,0,0,1,0,0,1,0,0,0
bnakaran,d115054,180000.0,88.0,2.0,8.0,9.0,2.0,0,0,0,0,0,1,0,0,44.501673920591,40.204367541778,2338,10363,6744,1038,6746,12,11,2,1,0,0,0,1,0,0,0,1,1,0,0,0
bnakaran,d117331,63000.0,35.0,2.0,7.0,9.0,1.0,0,0,0,0,0,1,0,0,44.45918682209,40.21209956369,5564,8310,9608,3370,7806,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
myrealty,130614,150000.0,43.0,2.0,14.0,14.0,1.0,1,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846,2197,9843,2666,3885,3422,7,4,4,0,1,0,2,2,1,0,0,0,0,0,1,0
myrealty,127477,160000.0,107.0,4.0,11.0,12.0,1.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,4221,7485,7913,2257,5923,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
myrealty,122844,230000.0,84.0,3.0,12.0,12.0,2.0,1,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,1,0,0,0,0,1,0,0
myrealty,124347,265000.0,79.0,2.0,5.0,9.0,1.0,0,0,0,0,0,0,0,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,0,1,0,0,0,1,0
myrealty,124678,155000.0,70.0,2.0,4.0,10.0,1.0,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764,1054,10441,3367,3108,4549,7,10,10,1,0,0,0,0,0,0,1,0,1,0,0,0
myrealty,138119,165000.0,91.0,4.0,2.0,5.0,1.0,0,1,0,0,0,0,1,0,44.49844424700246,40.19994302020931,2098,9864,6455,497,6211,12,10,0,1,0,0,3,1,0,0,0,1,1,0,0,0
bnakaran,d117898,95000.0,45.0,2.0,9.0,9.0,1.0,0,0,0,0,0,1,1,0,44.52404023677,40.201478401927,1881,11834,5774,2612,7077,4,3,2,0,0,0,2,0,0,0,1,0,0,0,1,0
bnakaran,d117439,80000.0,46.0,2.0,6.0,11.0,1.0,1,0,0,0,0,1,0,0,44.477549986785,40.205032646482,3826,8788,7970,1628,6721,11,14,2,0,0,0,3,3,1,0,0,0,1,0,0,0
bnakaran,d117573,290000.0,101.0,3.0,10.0,14.0,1.0,1,0,0,1,0,0,0,0,44.519886,40.203801,2020,11647,6110,2334,7157,4,9,3,0,0,0,0,0,1,0,0,0,0,0,1,0
bnakaran,d117251,128000.0,86.0,3.0,8.0,14.0,0.0,0,0,0,0,0,1,1,0,44.444499969482,40.16960144043,6268,4204,8290,5193,4459,1,2,1,0,0,0,3,0,0,0,1,0,1,0,0,0
myrealty,137696,320000.0,90.0,3.0,7.0,7.0,2.0,0,0,1,0,0,1,1,1,44.525275644939626,40.18489525304254,873,11204,3964,3006,5566,2,11,6,1,0,12,0,2,0,0,0,1,0,0,1,0
myrealty,139059,135000.0,62.0,3.0,4.0,10.0,1.0,0,0,1,0,1,1,1,1,44.521708950000004,40.16713265,2172,10431,2330,4103,3922,3,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0
myrealty,134125,165000.0,90.0,3.0,3.0,8.0,1.0,0,0,0,0,1,0,1,1,44.539173935967966,40.16188844717563,3372,11833,1233,5506,4909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bars,4-3-1339,160000.0,96.3,3.0,3.0,12.0,2.0,1,0,0,0,1,0,0,0,44.52733885,40.20019725,1890,12020,5579,2869,7086,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0
myrealty,139463,88000.0,47.0,2.0,4.0,5.0,1.0,0,0,1,0,0,0,0,1,44.520265311668524,40.1995721688172,1571,11452,5649,2264,6744,3,4,8,0,0,0,3,0,0,0,0,1,1,0,0,0
bars,2-3-165,165000.0,106.0,3.0,2.0,15.0,2.0,0,0,0,0,1,1,1,1,44.50409202665325,40.17429211194108,1602,9136,3946,2697,3615,4,6,3,0,0,0,1,0,0,1,0,0,1,0,0,0
bnakaran,d111447,139000.0,39.0,1.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,44.517827433837,40.178346581973,882,10381,3548,2930,4604,9,14,6,1,0,0,1,0,0,0,0,1,1,0,0,0
myrealty,128781,355000.0,95.0,3.0,4.0,4.0,2.0,0,0,1,1,0,1,1,1,44.51181945133735,40.183313571671,407,10067,4285,2178,4806,11,24,6,5,0,1,4,5,0,0,0,1,0,0,1,0
myrealty,140975,160000.0,83.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,0,0,1,0
bnakaran,d117352,141000.0,62.0,2.0,14.0,16.0,1.0,0,0,0,0,0,1,1,0,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,0,0,1,0,0,1,0,0
myrealty,139515,400000.0,98.0,3.0,3.0,15.0,2.0,1,0,1,0,1,1,1,1,44.49141207406966,40.19293930149094,2154,8949,6183,518,5360,5,0,3,1,0,1,0,2,1,0,0,0,0,0,1,0
bnakaran,d73884,520000.0,156.0,4.0,9.0,17.0,1.0,1,0,0,0,0,1,0,0,44.526699066162,40.176898956299,1413,11067,3081,3596,4969,1,3,4,0,0,2,1,0,1,0,0,0,1,0,0,0
myrealty,109933,390000.0,106.0,3.0,3.0,7.0,2.0,1,0,1,1,1,1,1,1,44.50523170804844,40.19493042144863,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0
myrealty,142160,156000.0,81.0,3.0,4.0,9.0,1.0,0,1,1,0,1,1,1,1,44.49633619872418,40.22328636163789,4441,11339,8833,2904,8759,4,1,2,0,0,0,2,0,0,0,1,0,0,0,1,0
bars,1-N-403,520000.0,121.0,3.0,6.0,21.0,1.0,0,0,0,0,1,1,1,1,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,1,0,0,1,0,0,0
bars,1-3-2087,133000.0,55.0,2.0,5.0,5.0,1.0,0,1,0,0,0,0,1,0,44.47752986786994,40.21777640245817,4760,9789,9090,2668,8132,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
myrealty,129837,190000.0,75.0,3.0,11.0,15.0,2.0,1,0,1,1,1,0,1,1,44.49168335,40.21148855,3461,10164,7850,1594,7419,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
bnakaran,d117460,162000.0,89.0,3.0,7.0,10.0,2.0,1,0,0,0,0,1,0,0,44.530791,40.204558624735,2457,12501,6017,3246,7652,4,6,6,1,1,2,1,11,1,0,0,0,1,0,0,0
bnakaran,d97802,145000.0,72.0,3.0,5.0,10.0,1.0,0,0,0,0,0,0,0,0,44.515729903375,40.168955491541,1896,9965,2820,3656,3686,8,15,10,0,0,0,1,0,0,0,1,0,1,0,0,0
bars,1-N-297,650000.0,194.0,4.0,5.0,22.0,3.0,0,1,0,0,1,0,1,1,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,1,0,0,1,0,0,0
bars,6-Z3-259,113000.0,55.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,1,1,44.53131187614989,40.2057431020302,2591,12602,6143,3324,7788,5,7,5,1,1,1,1,12,0,0,0,1,1,0,0,0
bnakaran,d109508,134000.0,35.0,2.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,44.506521490675,40.179093974106,1058,9488,4179,2289,4186,11,19,5,1,1,0,3,1,0,0,0,1,0,0,1,0
myrealty,140818,115385.0,65.0,2.0,4.0,10.0,1.0,0,0,0,0,1,0,0,0,44.49141207406966,40.19293930149094,2154,8949,6183,518,5360,5,0,3,1,0,1,0,2,0,0,1,0,1,0,0,0
myrealty,122816,185000.0,176.0,3.0,1.0,5.0,2.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,4221,7485,7913,2257,5923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
myrealty,130065,185000.0,107.0,3.0,12.0,14.0,1.0,0,0,0,0,0,0,0,0,44.4672332201912,40.19625664909909,4221,7485,7913,2257,5923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
bnakaran,d117899,120000.0,42.0,2.0,8.0,10.0,1.0,0,0,0,0,0,1,0,0,44.515135017196,40.160566760308,2828,9785,2293,4463,3036,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
myrealty,140857,350000.0,110.0,4.0,8.0,15.0,2.0,1,0,1,1,1,1,1,1,44.52706263472466,40.205140244623664,2358,12253,6125,2960,7556,2,3,5,0,2,2,3,0,1,0,0,0,0,0,1,0
bnakaran,d117794,365000.0,127.0,4.0,2.0,10.0,2.0,1,0,0,0,0,0,0,0,44.507488536383,40.186069443499,645,9835,4743,1702,4931,4,6,6,4,2,1,2,2,1,0,0,0,1,0,0,0
bnakaran,d115274,290000.0,126.0,4.0,8.0,8.0,2.0,1,1,0,0,1,1,0,1,44.512879,40.17787,923,9963,3734,2696,4324,1,16,14,1,0,0,0,0,0,1,0,0,0,0,1,0
bnakaran,d91000,380000.0,118.0,4.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,44.515838200314,40.179283894826,749,10249,3724,2738,4593,6,16,9,1,0,0,2,0,0,0,0,1,1,0,0,0
myrealty,126218,150000.0,72.0,3.0,4.0,8.0,1.0,0,0,0,0,1,1,1,1,44.49978402004816,40.19794363418706,1858,9844,6206,515,6014,8,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0
myrealty,141785,410000.0,161.0,5.0,4.0,5.0,2.0,0,0,1,0,0,1,1,1,44.51808492499669,40.187096641397815,282,10714,4406,2352,5431,6,21,2,0,1,2,1,2,0,0,0,1,0,0,1,0
myrealty,142640,269000.0,80.0,3.0,9.0,14.0,2.0,1,0,1,0,1,1,1,1,44.48023076128606,40.14596510603376,5347,6813,5015,5816,491,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0
