source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,coordinates,SL_opera,SL_zvartnoc,SL_dalma,SL_central_cemetery,SL_zeytun_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub
bars,1-3-1665,1750000.0,250.0,4.0,5.0,5.0,2.0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,"(40.19194689069822, 44.50603348930943)",1014,9991,2066,5360,4102,1195,5503,3,8,0,4,1,0,0,1,0,0,1,0,0,0,0,0
bars,6-D3-178,85000.0,72.0,3.0,9.0,9.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"(40.21777640245817, 44.47752986786994)",4760,9789,4399,9090,5860,2668,8132,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
myrealty,140344,82000.0,68.0,3.0,15.0,16.0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,"(40.199323, 44.4684631)",4228,7789,2818,8057,6761,2162,6227,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0
bars,1-2-933,120000.0,63.0,2.0,12.0,14.0,1.0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,"(40.17429211194108, 44.50409202665325)",1602,9136,1431,3946,5549,2697,3615,3,6,1,1,3,0,0,2,0,0,0,1,0,0,0,0
bnakaran,d61017,395000.0,60.0,2.0,3.0,16.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"(40.180692384193, 44.510423720058)",710,9859,1874,4111,4658,2320,4492,4,14,6,2,8,3,0,3,0,2,1,3,0,3,0,0
myrealty,140822,400000.0,101.0,4.0,3.0,14.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"(40.1861605885798, 44.514048989347714)",90,10356,2311,4463,4000,2117,5174,9,32,1,4,4,2,0,2,0,0,2,1,0,1,0,0
myrealty,141103,172000.0,72.0,3.0,2.0,10.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"(40.166016462777485, 44.4567380668362)",5432,5016,3062,7184,9187,4685,3409,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0
bars,1-3-1721,225000.0000000001,101.0,3.0,6.0,5.0,1.0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,"(40.187096641397815, 44.51808492499669)",282,10714,2669,4406,3694,2352,5431,6,21,2,6,2,0,0,4,1,0,2,1,0,2,0,0
bars,1-3-2117,400000.0,120.0,3.0,2.0,4.0,1.0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,"(40.18645225816211, 44.512115310889925)",257,10215,2169,4571,4091,1965,5129,5,22,2,4,3,5,0,2,2,0,1,2,0,2,0,0
bnakaran,d117302,837000.0,186.0,5.0,14.0,16.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"(40.181887, 44.505746)",916,9528,1500,4459,4832,1986,4445,3,10,4,3,6,4,0,3,0,1,1,2,0,1,0,0
myrealty,124918,345000.0,140.0,4.0,10.0,10.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"(40.19066524195801, 44.52381655212627)",904,11312,3267,4614,3079,2653,6023,2,8,1,0,5,0,0,0,0,0,18,1,0,5,0,0
bars,1-DH-6,507870.0,188.1,4.0,3.0,8.0,3.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"(40.19493042144863, 44.50523170804844)",1298,10082,2264,5680,3987,1005,5800,0,1,2,4,3,0,0,0,0,0,1,0,0,0,0,0
myrealty,135294,182000.0,87.0,2.0,2.0,6.0,1.0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,"(40.1906722427931, 44.46234708546167)",4510,6769,2564,7871,7521,2767,5465,4,7,1,12,1,1,1,1,0,0,1,0,0,0,0,0
myrealty,139758,225000.0,58.0,2.0,4.0,10.0,1.0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,"(40.18489525304254, 44.525275644939626)",873,11204,3193,3964,3542,3006,5566,2,11,1,1,6,1,0,1,0,0,12,0,0,2,0,0
myrealty,137787,400000.0,132.0,2.0,13.0,14.0,1.0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,"(40.21015348895229, 44.50777117033231)",2756,11154,3822,7109,3273,1863,7489,1,0,2,1,2,1,0,3,0,0,1,1,0,0,0,0
bars,3-3-2091,410000.0,124.0,4.0,3.0,6.0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,"(40.182206184659805, 44.51166722152143)",512,10014,2001,4189,4462,2259,4691,10,16,6,5,5,4,0,4,0,1,1,5,0,4,0,0
bnakaran,d117805,130000.0,160.0,4.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"(40.205345241321, 44.475157456344)",4016,8661,3129,8130,6084,1820,6780,12,12,0,2,1,0,1,3,0,0,0,3,0,3,0,0
myrealty,136094,290000.0,108.0,3.0,7.0,15.0,2.0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,"(40.16188844717563, 44.539173935967966)",3372,11833,4714,1233,5653,5506,4909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
myrealty,142670,155000.0,68.0,2.0,1.0,2.0,1.0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,"(40.20958515, 44.49857435)",2974,10487,3496,7379,4056,1431,7271,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0
bnakaran,d115331,500000.00000000006,178.0,4.0,5.0,8.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"(40.199972465475, 44.514254734085)",1555,11022,3191,5854,3047,1765,6580,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
bnakaran,d115274,290000.0,126.0,4.0,8.0,8.0,2.0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,"(40.17787, 44.512879)",923,9963,2079,3734,4774,2696,4324,1,16,0,4,14,1,0,1,0,0,0,0,1,0,0,0
myrealty,136170,95000.0,50.0,2.0,7.0,15.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"(40.19822318396341, 44.49082633472604)",2468,9217,2135,6670,4961,273,5942,10,19,2,8,1,0,0,2,0,0,1,2,0,1,0,0
myrealty,140754,430000.0,89.0,4.0,4.0,5.0,2.0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,"(40.20241187184684, 44.51959732658925)",1864,11551,3703,5968,2519,2266,7006,4,2,2,1,2,0,2,3,0,0,0,1,0,0,0,0
bars,1-3-2002,140000.0,100.0,4.0,4.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"(40.1861605885798, 44.514048989347714)",90,10356,2311,4463,4000,2117,5174,9,32,1,4,4,2,0,2,0,0,2,1,0,1,0,0
myrealty,136499,60000.0,43.0,1.0,5.0,5.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,"(40.20511795, 44.48028805)",3640,8968,2975,7827,5656,1442,6710,6,5,1,3,1,0,1,1,0,0,0,1,1,3,0,0
bars,4-2-194,110000.0,68.2,2.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"(40.20625843913501, 44.52473536231635)",2396,12140,4314,6283,1948,2813,7578,1,5,1,1,8,0,2,0,2,1,0,3,0,0,0,0
myrealty,131699,435000.0,87.0,3.0,3.0,6.0,1.0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,"(40.18607885, 44.5215976)",552,10953,2920,4189,3600,2668,5493,7,25,2,3,3,0,0,3,2,0,4,1,0,4,0,0
myrealty,140632,148999.99999999997,66.0,2.0,8.0,15.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"(40.141435900000005, 44.53250355)",5171,11284,5616,1174,7981,7023,3984,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
bnakaran,d115079,830000.0,160.0,4.0,7.0,8.0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,"(40.182631199532, 44.514537898147)",377,10260,2249,4100,4269,2397,4850,6,27,4,6,8,2,0,2,0,1,1,2,0,1,0,0
bnakaran,d117232,135000.0,62.0,3.0,5.0,5.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"(40.199841689652, 44.495910423279)",2241,9677,2391,6563,4494,341,6166,13,15,2,8,1,0,2,1,0,0,0,4,0,0,0,0
myrealty,141016,150000.0,99.0,3.0,5.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"(40.20489739999999, 44.4972968)",2588,10091,2965,6976,4236,902,6740,5,3,2,2,0,1,0,2,0,1,0,0,0,1,0,0
myrealty,138455,118000.0,80.0,3.0,6.0,9.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"(40.20489739999999, 44.4972968)",2588,10091,2965,6976,4236,902,6740,5,3,2,2,0,1,0,2,0,1,0,0,0,1,0,0
bars,4-3-1407,140000.0,85.0,3.0,2.0,12.0,2.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"(40.20019725, 44.52733885)",1890,12020,4050,5579,2102,2869,7086,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
myrealty,137191,700000.0,145.0,3.0,3.0,10.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"(40.19066524195801, 44.52381655212627)",904,11312,3267,4614,3079,2653,6023,2,8,1,0,5,0,0,0,0,0,18,1,0,5,0,0
myrealty,142526,145000.0,95.0,5.0,1.0,3.0,1.0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,"(40.17599452142183, 44.48805998349331)",2551,7893,346,5149,6388,2411,3460,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
myrealty,126568,125000.00000000004,77.0,3.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"(40.20080526689522, 44.52432870986529)",1823,11822,3886,5696,2264,2624,7022,4,3,2,4,5,0,0,4,0,0,0,3,0,0,0,0
bars,1-3-2076,275000.00000000006,90.0,3.0,3.0,5.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,"(40.18203709652422, 44.5180200101794)",506,10519,2532,3900,4143,2664,4950,10,31,2,9,13,0,0,2,2,0,0,1,0,1,0,0
myrealty,132575,510000.0,123.0,4.0,5.0,11.0,2.0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"(40.19013906690871, 44.51548071604492)",461,10637,2602,4805,3600,2005,5623,4,12,0,1,1,1,0,2,0,0,1,3,0,0,0,0
myrealty,128203,180000.00000000003,67.0,2.0,11.0,11.0,1.0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,"(40.1827487881944, 44.5161271042122)",372,10391,2385,4045,4175,2489,4931,3,36,3,6,9,0,0,4,2,0,0,1,0,1,0,0
bnakaran,d117194,135000.0,82.0,4.0,1.0,10.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"(40.16649869, 44.519598)",2202,10243,2993,2395,5586,4061,3739,1,0,5,3,0,0,1,6,1,0,0,2,0,0,0,0
bnakaran,d115764,450000.0,121.0,3.0,5.0,7.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"(40.183759424275, 44.51592457231)",259,10412,2390,4152,4097,2405,5018,5,37,4,6,10,1,0,5,2,1,0,2,0,1,0,0
bnakaran,d63940,820000.0,222.0,4.0,8.0,16.0,4.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,"(40.18153547, 44.52157246)",741,10789,2826,3721,4023,2936,5078,6,15,3,4,9,0,0,1,0,0,1,1,0,0,0,0
myrealty,142480,860000.0,120.0,3.0,6.0,10.0,2.0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,"(40.17739277146087, 44.51151209195476)",1004,9837,1967,3762,4886,2671,4218,1,15,3,2,12,1,0,3,0,0,0,1,0,0,0,0
bnakaran,d117632,155000.0,80.0,3.0,7.0,16.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,"(40.192043307697, 44.503824779097)",1169,9828,1942,5469,4254,1030,5458,3,6,3,5,2,0,1,3,0,0,0,0,0,0,0,0
bnakaran,d85484,900000.0,143.0,3.0,7.0,12.0,2.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"(40.18048421, 44.51240735)",654,10012,2040,3995,4568,2444,4553,4,11,3,3,9,3,0,3,0,1,1,2,0,3,0,0
myrealty,141101,150000.0,83.0,3.0,4.0,5.0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,"(40.142743286128734, 44.49457158982455)",5116,8066,4075,3872,8906,6060,779,1,1,3,2,3,0,2,2,0,0,0,0,0,0,0,0
myrealty,141481,154999.99999999997,63.0,2.0,15.0,16.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,"(40.20413115, 44.51872985)",2039,11580,3789,6172,2509,2253,7152,3,8,2,1,2,1,4,2,0,0,0,1,0,0,0,0
myrealty,137425,125000.0,92.0,3.0,9.0,13.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,"(40.20489739999999, 44.4972968)",2588,10091,2965,6976,4236,902,6740,5,3,2,2,0,1,0,2,0,1,0,0,0,1,0,0
